1,3896,爱,ài,動,愛する （行い 状態を）好む,a4i,4
3,4128,半,bàn,数,半分 ２分の１,ba4n,4
3,,背,bèi,動,暗記する,be4i,4
1,3901,不,bù,副,いいえ …しない …ではない,bu4,4
1,3902,菜,cài,名,料理 おかず,ca4i,4
3,4140,差,chà,形,欠ける 異なる,cha4,4
2,38,次,cì,量,…回,ci4,4
2,40,错,cuò,形,誤っている,cuo4,4
1,3907,大,dà,形,大きい 年長である,da4,4
3,10352,带,dài,動,帯びる 身につける 連れる,da4i,4
2,4021,到,dào,動,至る 着く,da4o,4
3,75,段,duàn,量,…区切り（一定の距離や時間の長さを数える）,dua4n,4
2,*,对,duì,介,…に対して …に向かって,dui4,4
2,*,对,duì,量,…対（対になった物を数える）,dui4,4
3,4159,饿,è,形,おなかがすいている,e4,4
1,3918,二,èr,数,二（単独で）,e4r,4
3,78,放,fàng,動,置く 放す,fa4ng,4
1,4,个,gè,量,…個（広く色々な名詞に用いる）,ge4,4
3,4173,更,gèng,副,一層 もっと,ge4ng,4
2,4033,贵,guì,形,高い（値段が）,gui4,4
2,4034,过,guò,動,通過する 過ごす,guo4,4
2,46,号,hào,名,…日（日付）,ha4o,4
3,4188,画,huà,動,描く（絵や図を）,hua4,4
3,4189,坏,huài,形,悪い,hua4i,4
3,81,换,huàn,動,交換する,hua4n,4
1,3930,会,huì,名,会合 集まり,hui4,4
2,4044,进,jìn,動,（ある場所に）入る 前へ進む,ji4n,4
3,4045,近,jìn,形,近い,ji4n,4
2,49,件,jiàn,量,…枚 …件（服 事柄を数える）,jia4n,4
1,3933,叫,jiào,動,叫ぶ …と呼ぶ,jia4o,4
3,89,借,jiè,動,借りる 貸す,jie4,4
3,92,旧,jiù,形,古い,jiu4,4
2,51,就,jiù,副,すぐ じきに,jiu4,4
3,3936,看,kàn,動,見る 読む 訪問する 診察する …と思う,ka4n,4
2,52,课,kè,名,授業,ke4,4
3,4211,刻,kè,量,…刻（15分）,ke4,4
2,4052,快,kuài,形,速い（速度が）,kua4i,4
1,3938,块,kuài,量,通貨の単位 元（口語）,kua4i,4
2,4054,累,lèi,形,疲れた,le4i,4
3,97,辆,liàng,量,…両（車両を数える）,lia4ng,4
1,3945,六,liù,数,六,liu4,4
2,53,路,lù,名,道路,lu4,4
3,99,绿,lǜ,形,緑色の,lü4,4
2,54,卖,mài,動,売る,ma4i,4
2,4058,慢,màn,形,遅い（動作が）,ma4n,4
1,13,那,nà,代,あの その あれ それ,na4,4
3,4237,胖,pàng,形,太っている,pa4ng,4
2,4066,票,piào,名,切符,pia4o,4
1,3961,去,qù,動,行く,qu4,4
2,10335,让,ràng,動,譲る …させる …される,ra4ng,4
1,3962,热,rè,形,熱い 暑い,re4,4
1,20,日,rì,名,太陽 日,ri4,4
1,21,上,shàng,名,上,sha4ng,4
1,10329,是,shì,動,…だ …である,shi4,4
3,4254,瘦,shòu,形,やせている,sho4u,4
3,4257,树,shù,名,樹木 木,shu4,4
1,3976,四,sì,数,四,si4,4
2,4080,送,sòng,動,送り届ける 贈る （人を）見送る,so4ng,4
1,3977,岁,suì,量,…歳,sui4,4
1,3978,太,tài,副,あまりに…すぎる きわめて,ta4i,4
2,10338,外,wài,名,外,wa4i,4
3,4272,万,wàn,数,万,wa4n,4
3,120,为,wèi,介,…のために,we4i,4
1,24,喂,wèi,感,感嘆詞（呼びかけ もしもし）,we4i,4
3,121,位,wèi,量,…人（人を数える）,we4i,4
2,10340,问,wèn,動,質問する 尋ねる,we4n,4
3,4283,信,xìn,名,手紙,xi4n,4
2,4093,姓,xìng,動,（…という）姓である,xi4ng,4
1,27,下,xià,名,下,xia4,4
3,125,夏,xià,名,夏,xia4,4
3,10341,向,xiàng,介,…の方へ …に対して,xia4ng,4
3,4279,像,xiàng,動,似ている,xia4ng,4
2,4092,笑,xiào,動,笑う,xia4o,4
2,4099,药,yào,名,薬,ya4o,4
2,10343,要,yào,能,…するつもりである …する必要がある,ya4o,4
3,134,用,yòng,動,使う 用いる,yo4ng,4
3,10358,又,yòu,副,また（…した）,yo4u,4
1,4002,月,yuè,名,…月（日付）,yue4,4
3,138,越,yuè,副,…であればあるほど越える,yue4,4
1,30,在,zài,動,存在する （…に）ある,za4i,4
2,4111,再,zài,副,再び さらに もっと,za4i,4
3,4303,站,zhàn,動,立つ 止まる,zha4n,4
1,31,这,zhè,代,この これ,zhe4,4
1,4006,住,zhù,動,住む 止む 止まる,zhu4,4
3,142,祝,zhù,動,祈る 願う,zhu4,4
1,33,字,zì,名,字,zi4,4
2,10348,最,zuì,副,最も 一番,zui4,4
1,4009,坐,zuò,動,坐る,zuo4,4
1,4010,做,zuò,動,作る （仕事などを）する,zuo4,4
