1,3899,杯子,bēi zi,名,コップ さかずき,be1i zi5,15
3,4148,聪明,cōng ming,形,聡明である 賢い,co1ng ming5,15
1,3,东西,dōng xi,名,品物,do1ng xi5,15
3,76,多么,duō me,副,なんと… どんなに（…でも）,duo1 me5,15
2,4029,哥哥,gē ge,名,お兄さん 兄,ge1 ge5,15
1,3946,妈妈,mā ma,名,お母さん,ma1 ma5,15
2,4067,妻子,qī zi,名,妻 妻子,qi1 zi5,15
3,109,清楚,qīng chu,形,はっきりしている,qi1ng chu5,15
3,4256,舒服,shū fu,形,心地よい 気持ちよい,shu1 fu5,15
3,4255,叔叔,shū shu,名,おじさん 父親の弟,shu1 shu5,15
1,3986,先生,xiān sheng,名,男性に対する敬称（…さん）,xia1n sheng5,15
2,4094,休息,xiū xi,動,休憩する,xiu1 xi5,15
1,3998,衣服,yī fu,名,服,yi1 fu5,15
1,4007,桌子,zhuō zi,名,机 テーブル,zhuo1 zi5,15
