3,10350,比较,bǐ jiào,動,比較する,bi3 jia4o,34
3,4131,比赛,bǐ sài,動,試合する,bi3 sa4i,34
3,10351,表示,biǎo shì,動,表示する 示す 表す,bia3o shi4,34
3,4150,打算,dǎ suàn,動,…するつもりだ,da3 sua4n,34
3,4169,感冒,gǎn mào,動,風邪をひく,ga3n ma4o,34
2,4049,考试,kǎo shì,動,試験をする,ka3o shi4,34
3,4209,可爱,kě ài,形,可愛い,ke3 a4i,34
3,4219,礼物,lǐ wù,名,贈り物,li3 wu4,34
2,4224,马上,mǎ shàng,副,すぐさま ただちに,ma3 sha4ng,34
3,4225,满意,mǎn yì,形,満足している（気分的に）,ma3n yi4,34
1,3950,米饭,mǐ fàn,名,ごはん（米の）,mi3 fa4n,34
3,4234,努力,nǔ lì,形,努力している 一生懸命である,nu3 li4,34
2,4064,跑步,pǎo bù,動,ジョギングをする,pa3o bu4,34
3,4264,体育,tǐ yù,名,体育,ti3 yu4,34
3,131,眼镜,yǎn jìng,名,めがね,ya3n ji4ng,34
3,4295,以后,yǐ hòu,名,その後 今後,yi3 ho4u,34
3,10359,主要,zhǔ yào,形,主要な,zhu3 ya4o,34
2,4118,准备,zhǔn bèi,動,準備する …するつもりだ,zhu3n be4i,34
3,4313,总是,zǒng shì,副,いつも ずっと,zo3ng shi4,34
