2,4025,房间,fáng jiān,名,部屋,fa2ng jia1n,21
3,4179,国家,guó jiā,名,国家,guo2 jia1,21
3,4202,结婚,jié hūn,動,結婚する,jie2 hu1n,21
3,4218,离开,lí kāi,動,離れる 別れる,li2 ka1i,21
3,4223,邻居,lín jū,名,隣近所の人,li2n ju1,21
1,3952,明天,míng tiān,名,明日,mi2ng tia1n,21
3,4233,年轻,nián qīng,形,若い,nia2n qi1ng,21
3,4235,爬山,pá shān,動,登山（する）,pa2 sha1n,21
2,4063,旁边,páng biān,名,かたわら そば,pa2ng bia1n,21
3,107,其他,qí tā,代,その他（の）,qi2 ta1,21
2,4076,时间,shí jiān,名,時間 時刻,shi2 jia1n,21
3,4263,提高,tí gāo,動,高くする,ti2 ga1o,21
3,130,熊猫,xióng māo,名,パンダ,xio2ng ma1o,21
1,4008,昨天,zuó tiān,名,昨日,zuo2 tia1n,21
