3,60,鼻子,bí zi,名,鼻,bi2 zi5,25
3,61,别人,bié ren,名,他人 ひと様 ほかの人一般,bie2 ren5,25
3,64,除了,chú le,介,…以外は …を除いて,chu2 le5,25
1,3917,儿子,ér zi,名,息子,e2r zi5,25
2,4035,孩子,hái zi,名,子供,ha2i zi5,25
2,4046,觉得,jué de,動,感じる 思う,jue2 de5,25
3,103,明白,míng bai,形,明白なわかる,mi2ng bai5,25
1,3951,名字,míng zi,名,名前,mi2ng zi5,25
3,4236,盘子,pán zi,名,大きな皿,pa2n zi5,25
1,3956,朋友,péng you,名,友人,pe2ng you5,25
2,4065,便宜,pián yi,形,安い（値段が）,pia2n yi5,25
3,4239,葡萄,pú tao,名,葡萄,pu2 tao5,25
3,4243,裙子,qún zi,名,スカート,qu2n zi5,25
1,3969,什么,shén me,代,何 どんな,she2n me5,25
1,3970,时候,shí hou,名,時刻 時,shi2 hou5,25
3,118,头发,tóu fa,名,髪の毛,to2u fa5,25
1,3994,学生,xué sheng,名,学生,xue2 sheng5,25
3,4288,爷爷,yé ye,名,祖父（父方の）,ye2 ye5,25
