3,4122,矮,ǎi,形,低い（背丈が）,a3i,3
3,10349,把,bǎ,量,…把（取っ手 柄のあるものを数える）,ba3,3
2,4011,百,bǎi,数,百,ba3i,3
3,4130,饱,bǎo,形,満腹である,ba3o,3
1,1,本,běn,量,…冊（書籍・ノートを数える）,be3n,3
2,4014,比,bǐ,介,…と比べて,bi3,3
3,63,草,cǎo,名,草,ca3o,3
2,4022,等,děng,動,待つ,de3ng,3
1,3908,点,diǎn,量,…時,dia3n,3
2,43,懂,dǒng,動,わかる 理解している,do3ng,3
3,4157,短,duǎn,形,短い,dua3n,3
3,79,敢,gǎn,能,思い切って…する,ga3n,3
2,45,给,gěi,動,あげる,ge3i,3
1,3924,狗,gǒu,名,犬,go3u,3
1,3926,好,hǎo,形,よい 申し分ない,ha3o,3
1,3929,很,hěn,副,たいへん とても,he3n,3
3,7,几,jǐ,代,いくつ（数を尋ねる） いくつかの（不定の数）,ji3,3
3,83,讲,jiǎng,動,話す 言う 説明する,jia3ng,3
3,85,脚,jiǎo,名,足（くるぶし…爪先）,jia3o,3
3,84,角,jiǎo,量,通貨の単位 角,jia3o,3
3,91,久,jiǔ,形,久しい,jiu3,3
1,3935,九,jiǔ,数,九,jiu3,3
3,4210,渴,kě,形,のどが渇いている,ke3,3
3,94,口,kǒu,名,口,ko3u,3
3,4217,老,lǎo,形,年を取っている 古い,la3o,3
1,3941,冷,lěng,形,寒い 冷たい,le3ng,3
1,3942,里,lǐ,名,中 内部 範囲を表す,li3,3
3,96,脸,liǎn,名,顔,lia3n,3
2,4056,两,liǎng,数,二（量詞・位数詞の前で）,lia3ng,3
3,100,马,mǎ,名,馬,ma3,3
1,3947,买,mǎi,動,買う,ma3i,3
2,4060,每,měi,代,ひとつひとつ …ごとに,me3i,3
3,4226,米,mǐ,量,…メートル,mi3,3
1,12,哪,nǎ,代,どの どれか,na3,3
1,16,你,nǐ,代,あなた,ni3,3
3,105,鸟,niǎo,名,鳥,nia3o,3
1,18,请,qǐng,動,お願いする 招待する,qi3ng,3
3,4250,伞,sǎn,名,傘,sa3n,3
1,3967,少,shǎo,形,少ない,sha3o,3
3,112,使,shǐ,動,使う 派遣する …に…をさせる,shi3,3
1,22,水,shuǐ,名,水,shui3,3
3,4269,腿,tuǐ,名,足（つけ根…くるぶし）,tui3,3
3,4271,碗,wǎn,名,椀 茶碗,wa3n,3
1,25,我,wǒ,代,私,wo3,3
1,3982,五,wǔ,数,五,wu3,3
2,4090,洗,xǐ,動,洗う,xi3,3
1,3988,想,xiǎng,動,（…と）思う 考える 懐かしむ,xia3ng,3
1,3989,小,xiǎo,形,小さい 年少である,xia3o,3
1,3991,写,xiě,動,書く,xie3,3
2,4095,雪,xuě,名,雪,xue3,3
2,4100,也,yě,副,…もまた たとえ…でも …でさえも,ye3,3
1,10330,有,yǒu,動,いる ある 待つ,yo3u,3
2,4109,远,yuǎn,形,遠い,yua3n,3
3,,长,zhǎng,動,成長する 年長の （組織の）長,zha3ng,3
2,4114,找,zhǎo,動,さがす,zha3o,3
3,140,只,zhǐ,副,ただ…だけ,zhi3,3
3,4309,种,zhǒng,名,種 種子,zho3ng,3
2,10347,走,zǒu,動,歩く 移動する,zo3u,3
