3,4132,必须,bì xū,能,…しなくてはならない,bi4 xu1,41
3,4137,菜单,cài dān,名,メニュー お品書き,ca4i da1n,41
2,4016,唱歌,chàng gē,動,歌をうたう,cha4ng ge1,41
3,4142,衬衫,chèn shān,名,ブラウス シャツ,che4n sha1n,41
2,41,大家,dà jiā,代,みんな,da4 jia1,41
3,67,蛋糕,dàn gāo,名,ケーキ カステラ,da4n ga1o,41
2,4024,第一,dìyī,数,第一の,di4yi1,41
3,4155,电梯,diàn tī,名,エレベーター,dia4n ti1,41
3,4164,放心,fàng xīn,動,安心する,fa4ng xi1n,41
3,4199,健康,jiàn kāng,名,健康,jia4n ka1ng,41
3,102,面包,miàn bāo,名,パン,mia4n ba1o,41
3,4247,认真,rèn zhēn,形,まじめである 真剣である,re4n zhe1n,41
2,4072,上班,shàng bān,動,出勤する,sha4ng ba1n,41
3,132,一般,yì bān,形,同じである 普通である,yi4 ba1n,41
3,4289,一边,yì biān,接,一方 片方,yi4 bia1n,41
