1,3897,八,bā,数,八,ba1,1
3,4125,班,bān,名,クラス,ba1n,1
3,4126,搬,bān,動,運ぶ 引っ越しする,ba1n,1
3,4129,包,bāo,量,…包み（包んだ物を数える）,ba1o,1
1,3904,吃,chī,動,食べる,chi1,1
2,37,出,chū,動,出る 出す,chu1,1
3,65,春,chūn,名,春,chu1n,1
2,4017,穿,chuān,動,（衣服を）着る 通り抜ける,chua1n,1
3,69,灯,dēng,名,明かり,de1ng,1
3,4152,低,dī,形,低い,di1,1
3,73,东,dōng,名,東,do1ng,1
3,72,冬,dōng,名,冬,do1ng,1
1,3912,都,dōu,副,みな すべて,do1u,1
1,3915,多,duō,形,多い,duo1,1
3,4165,分,fēn,量,…分,fe1n,1
2,4028,高,gāo,形,高い（高さが）,ga1o,1
3,4172,跟,gēn,介,…といっしょに …で,ge1n,1
3,80,关,guān,動,閉める,gua1n,1
1,3927,喝,hē,動,飲む,he1,1
2,47,黑,hēi,形,黒い,he1i,1
3,4186,花,huā,名,花,hua1,1
1,3932,家,jiā,名,家 家庭,jia1,1
3,86,教,jiāo,動,教える,jia1o,1
3,4200,接,jiē,動,つなぐ （手紙や電話を）受け取る 迎える,jie1,1
1,9,开,kāi,動,開く,ka1i,1
3,4214,哭,kū,動,泣く,ku1,1
1,3948,猫,māo,名,猫,ma1o,1
1,3959,七,qī,数,七,qi1,1
2,4069,千,qiān,数,千,qia1n,1
3,110,秋,qiū,名,秋,qiu1,1
1,3964,三,sān,数,三,sa1n,1
1,3971,书,shū,名,本 書籍,shu1,1
3,114,双,shuāng,量,…双（ペアを数える）,shua1ng,1
1,23,他,tā,代,彼,ta1,1
1,8,她,tā,代,彼女,ta1,1
2,10336,它,tā,代,それ あれ,ta1,1
1,3980,听,tīng,動,聞く,ti1ng,1
3,123,西,xī,名,西,xi1,1
2,10342,新,xīn,形,新しい,xi1n,1
3,4276,先,xiān,副,先に まず,xia1n,1
1,28,些,xiē,量,いくらかの（不定の量）,xie1,1
1,3997,一,yī,数,一,yi1,1
2,4104,阴,yīn,形,曇っている,yi1n,1
2,10345,张,zhāng,量,…張り（薄くて平らな面をもつものを数える）,zha1ng,1
2,10346,真,zhēn,副,じつに 確かに,zhe1n,1
