3,56,办法,bàn fǎ,名,方法 やりかた,ba4n fa3,43
2,4013,报纸,bào zhǐ,名,新聞,ba4o zhi3,43
3,4153,地铁,dì tiě,名,地下鉄,di4 tie3,43
1,3909,电脑,diàn nǎo,名,パソコン,dia4n na3o,43
1,3911,电影,diàn yǐng,名,映画,dia4n yi3ng,43
1,3919,饭馆,fàn guǎn,名,レストラン,fa4n gua3n,43
1,3925,汉语,Hàn yǔ,名,中国語,Ha4n yu3,43
3,4193,或者,huò zhě,接,あるいは,huo4 zhe3,43
3,4220,历史,lì shǐ,名,歴史,li4 shi3,43
3,4251,上网,shàng wǎng,動,インターネットに接続する,sha4ng wa3ng,43
1,3966,上午,shàng wǔ,名,午前,sha4ng wu3,43
2,4083,跳舞,tiào wǔ,動,ダンスをする,tia4o wu3,43
1,3984,下午,xià wǔ,名,午後,xia4 wu3,43
1,3985,下雨,xià yǔ,動,雨が降る,xia4 yu3,43
3,4280,校长,xiào zhǎng,名,校長 学長,xia4o zha3ng,43
2,4102,一起,yì qǐ,副,いっしょに,yi4 qi3,43
3,4312,字典,zì diǎn,名,字典 辞書,zi4 dia3n,43
3,143,自己,zì jǐ,代,自分,zi4 ji3,43
