3,4124,安静,ān jìng,形,静かである,a1n ji4ng,14
2,4012,帮助,bāng zhù,動,助ける 援助する,ba1ng zhu4,14
3,4141,超市,chāo shì,名,スーパーマーケット,cha1o shi4,14
3,4145,出现,chū xiàn,動,出現する,chu1 xia4n,14
3,4162,发现,fā xiàn,動,発見する,fa1 xia4n,14
3,4163,方便,fāng biàn,形,便利である,fa1ng bia4n,14
3,4168,干净,gān jìng,形,きれいである,ga1n ji4ng,14
1,3922,高兴,gāo xìng,形,うれしい,ga1o xi4ng,14
3,4171,根据,gēn jù,介,…によると,ge1n ju4,14
1,3923,工作,gōng zuò,動,仕事をする,go1ng zuo4,14
3,4177,关系,guān xì,名,関係,gua1n xi4,14
2,4041,鸡蛋,jī dàn,名,鶏卵,ji1 da4n,14
3,10354,机会,jī huì,名,機会,ji1 hui4,14
3,90,经过,jīng guò,動,（ある場所を）通過する 経験する,ji1ng guo4,14
3,87,街道,jiēdào,名,大通り 街路,jie1da4o,14
1,3965,商店,shāng diàn,名,商店,sha1ng dia4n,14
2,4074,生病,shēng bìng,動,病気になる,she1ng bi4ng,14
3,4252,生气,shēng qì,動,怒る,she1ng qi4,14
2,4075,生日,shēng rì,名,誕生日,she1ng ri4,14
1,3975,说话,shuō huà,動,話す,shuo1 hua4,14
1,3979,天气,tiān qì,名,天気,tia1n qi4,14
2,4089,希望,xī wàng,動,希望する,xi1 wa4ng,14
3,4278,相信,xiāng xìn,動,信じる,xia1ng xi4n,14
3,4285,需要,xū yào,動,必要とする,xu1 ya4o,14
1,4000,医院,yī yuàn,名,病院,yi1 yua4n,14
2,4105,因为,yīn wèi,接,…なので,yi1n we4i,14
3,4297,音乐,yīn yuè,名,音楽,yi1n yue4,14
2,4117,知道,zhī dào,動,知る 知っている．,zhi1 da4o,14
3,4311,周末,zhōu mò,名,週末 ウィークエンド,zho1u mo4,14
1,3899,杯子,bēi zi,名,コップ さかずき,be1i zi5,15
3,4148,聪明,cōng ming,形,聡明である 賢い,co1ng ming5,15
1,3,东西,dōng xi,名,品物,do1ng xi5,15
3,76,多么,duō me,副,なんと… どんなに（…でも）,duo1 me5,15
2,4029,哥哥,gē ge,名,お兄さん 兄,ge1 ge5,15
1,3946,妈妈,mā ma,名,お母さん,ma1 ma5,15
2,4067,妻子,qī zi,名,妻 妻子,qi1 zi5,15
3,109,清楚,qīng chu,形,はっきりしている,qi1ng chu5,15
3,4256,舒服,shū fu,形,心地よい 気持ちよい,shu1 fu5,15
3,4255,叔叔,shū shu,名,おじさん 父親の弟,shu1 shu5,15
1,3986,先生,xiān sheng,名,男性に対する敬称（…さん）,xia1n sheng5,15
2,4094,休息,xiū xi,動,休憩する,xiu1 xi5,15
1,3998,衣服,yī fu,名,服,yi1 fu5,15
1,4007,桌子,zhuō zi,名,机 テーブル,zhuo1 zi5,15
2,4025,房间,fáng jiān,名,部屋,fa2ng jia1n,21
3,4179,国家,guó jiā,名,国家,guo2 jia1,21
3,4202,结婚,jié hūn,動,結婚する,jie2 hu1n,21
3,4218,离开,lí kāi,動,離れる 別れる,li2 ka1i,21
3,4223,邻居,lín jū,名,隣近所の人,li2n ju1,21
1,3952,明天,míng tiān,名,明日,mi2ng tia1n,21
3,4233,年轻,nián qīng,形,若い,nia2n qi1ng,21
3,4235,爬山,pá shān,動,登山（する）,pa2 sha1n,21
2,4063,旁边,páng biān,名,かたわら そば,pa2ng bia1n,21
3,107,其他,qí tā,代,その他（の）,qi2 ta1,21
2,4076,时间,shí jiān,名,時間 時刻,shi2 jia1n,21
3,4263,提高,tí gāo,動,高くする,ti2 ga1o,21
3,130,熊猫,xióng māo,名,パンダ,xio2ng ma1o,21
1,4008,昨天,zuó tiān,名,昨日,zuo2 tia1n,21
3,4147,厨房,chú fáng,名,台所,chu2 fa2ng,22
2,4039,回答,huí dá,動,回答する 答える,hui2 da2,22
2,10334,男人,nán rén,名,男性 夫,na2n re2n,22
3,4232,年级,nián jí,名,学年,nia2n ji2,22
3,4240,其实,qí shí,副,実際は,qi2 shi2,22
1,3981,同学,tóng xué,名,学友,to2ng xue2,22
3,,完成,wán chéng,動,完成する,wa2n che2ng,22
1,3995,学习,xué xí,動,学習する,xue2 xi2,22
3,4298,银行,yín háng,名,銀行,yi2n ha2ng,22
3,4307,着急,zháo jí,動,焦る いらいらする,zha2o ji2,22
3,66,词语,cí yǔ,名,字句 語句,ci2 yu3,23
3,77,而且,ér qiě,接,そのうえ,e2r qie3,23
2,4062,牛奶,niú nǎi,名,牛乳,niu2 na3i,23
3,4238,啤酒,pí jiǔ,名,ビール,pi2 jiu3,23
1,3958,苹果,píng guǒ,名,りんご,pi2ng guo3,23
3,4249,如果,rú guǒ,接,もしも…ならば,ru2 guo3,23
2,4106,游泳,yóu yǒng,動,水泳する,yo2u yo3ng,23
3,4143,成绩,chéng jì,名,成績,che2ng ji4,24
3,4144,城市,chéng shì,名,都会 都市,che2ng shi4,24
3,4146,迟到,chí dào,動,遅刻する,chi2 da4o,24
3,,还是,hái shì,副,依然として （比較して）やはり それとも,ha2i shi4,24
3,4190,环境,huán jìng,名,環境,hua2n ji4ng,24
3,4201,节目,jié mù,名,番組 プログラム,jie2 mu4,24
3,88,节日,jié rì,名,記念日 祝日,jie2 ri4,24
3,4203,结束,jié shù,動,終わる けりがつく,jie2 shu4,24
3,4208,决定,jué dìng,動,決定する,jue2 di4ng,24
3,4231,难过,nán guò,形,悲しい,na2n guo4,24
3,108,奇怪,qí guài,形,おかしい 奇怪である,qi2 gua4i,24
1,17,前面,qián miàn,名,前 前方,qia2n mia4n,24
3,4244,然后,rán hòu,副,それから その後 そして,ra2n ho4u,24
3,4248,容易,róng yì,形,容易である,ro2ng yi4,24
3,4266,同事,tóng shì,名,同僚,to2ng shi4,24
3,4267,同意,tóng yì,動,同意する,to2ng yi4,24
3,122,文化,wén huà,名,文化,we2n hua4,24
3,4274,习惯,xí guàn,名,習慣,xi2 gua4n,24
1,3996,学校,xué xiào,名,学校,xue2 xia4o,24
2,4096,颜色,yán sè,名,色,ya2n se4,24
2,4098,羊肉,yáng ròu,名,羊肉,ya2ng ro4u,24
3,4290,一定,yí dìng,副,必ず きっと,yi2 di4ng,24
3,4291,一共,yí gòng,副,全部で 合わせて,yi2 go4ng,24
3,4293,一样,yí yàng,形,同じである 似ている,yi2 ya4ng,24
3,135,游戏,yóu xì,名,遊び,yo2u xi4,24
3,60,鼻子,bí zi,名,鼻,bi2 zi5,25
3,61,别人,bié ren,名,他人 ひと様 ほかの人一般,bie2 ren5,25
3,64,除了,chú le,介,…以外は …を除いて,chu2 le5,25
1,3917,儿子,ér zi,名,息子,e2r zi5,25
2,4035,孩子,hái zi,名,子供,ha2i zi5,25
2,4046,觉得,jué de,動,感じる 思う,jue2 de5,25
