3,4124,安静,ān jìng,形,静かである,a1n ji4ng,14
2,4012,帮助,bāng zhù,動,助ける 援助する,ba1ng zhu4,14
3,4141,超市,chāo shì,名,スーパーマーケット,cha1o shi4,14
3,4145,出现,chū xiàn,動,出現する,chu1 xia4n,14
3,4162,发现,fā xiàn,動,発見する,fa1 xia4n,14
3,4163,方便,fāng biàn,形,便利である,fa1ng bia4n,14
3,4168,干净,gān jìng,形,きれいである,ga1n ji4ng,14
1,3922,高兴,gāo xìng,形,うれしい,ga1o xi4ng,14
3,4171,根据,gēn jù,介,…によると,ge1n ju4,14
1,3923,工作,gōng zuò,動,仕事をする,go1ng zuo4,14
3,4177,关系,guān xì,名,関係,gua1n xi4,14
2,4041,鸡蛋,jī dàn,名,鶏卵,ji1 da4n,14
3,10354,机会,jī huì,名,機会,ji1 hui4,14
3,90,经过,jīng guò,動,（ある場所を）通過する 経験する,ji1ng guo4,14
3,87,街道,jiēdào,名,大通り 街路,jie1da4o,14
1,3965,商店,shāng diàn,名,商店,sha1ng dia4n,14
2,4074,生病,shēng bìng,動,病気になる,she1ng bi4ng,14
3,4252,生气,shēng qì,動,怒る,she1ng qi4,14
2,4075,生日,shēng rì,名,誕生日,she1ng ri4,14
1,3975,说话,shuō huà,動,話す,shuo1 hua4,14
1,3979,天气,tiān qì,名,天気,tia1n qi4,14
2,4089,希望,xī wàng,動,希望する,xi1 wa4ng,14
3,4278,相信,xiāng xìn,動,信じる,xia1ng xi4n,14
3,4285,需要,xū yào,動,必要とする,xu1 ya4o,14
1,4000,医院,yī yuàn,名,病院,yi1 yua4n,14
2,4105,因为,yīn wèi,接,…なので,yi1n we4i,14
3,4297,音乐,yīn yuè,名,音楽,yi1n yue4,14
2,4117,知道,zhī dào,動,知る 知っている．,zhi1 da4o,14
3,4311,周末,zhōu mò,名,週末 ウィークエンド,zho1u mo4,14
