3,4123,爱好,ài hào,名,趣味 好み,a4i ha4o,44
3,4133,变化,biàn huà,動,変化する,bia4n hua4,44
2,4020,但是,dàn shì,接,しかし ただし,da4n shi4,44
1,3910,电视,diàn shì,名,テレビ,dia4n shi4,44
3,74,动物,dòng wù,名,動物,do4ng wu4,44
3,4158,锻炼,duàn liàn,動,鍛える,dua4n lia4n,44
3,4166,附近,fù jìn,名,近所 付近,fu4 ji4n,44
3,4182,害怕,hài pà,動,恐れる,ha4i pa4,44
3,4185,护照,hù zhào,名,パスポート,hu4 zha4o,44
3,4192,会议,huì yì,名,会議,hui4 yi4,44
3,4198,见面,jiàn miàn,動,会う,jia4n mia4n,44
2,4042,教室,jiào shì,名,教室,jia4o shi4,44
2,4043,介绍,jiè shào,動,紹介する 説明する,jie4 sha4o,44
1,3937,看见,kàn jiàn,動,見える 目に入る,ka4n jia4n,44
2,4053,快乐,kuài lè,形,楽しい,kua4i le4,44
3,4253,世界,shì jiè,名,世界,shi4 jie4,44
1,3974,睡觉,shuì jiào,動,眠る,shui4 jia4o,44
3,4273,忘记,wàng jì,動,忘れる うっかりする,wa4ng ji4,44
1,3987,现在,xiàn zài,名,現在 今,xia4n za4i,44
3,4301,遇到,yù dào,動,出会う 当面する,yu4 da4o,44
2,4110,运动,yùn dòng,動,運動する,yu4n do4ng,44
3,4302,愿意,yuàn yì,能,…したいと思う,yua4n yi4,44
1,29,再见,zài jiàn,他,さようなら,za4i jia4n,44
3,4305,照片,zhào piàn,名,写真,zha4o pia4n,44
2,4116,正在,zhèng zài,副,ちょうど…している,zhe4ng za4i,44
3,4310,重要,zhòng yào,形,重要である,zho4ng ya4o,44
3,10360,注意,zhù yì,動,注意する,zhu4 yi4,44
3,4314,最近,zuì jìn,名,最近 近頃,zui4 ji4n,44
3,4315,作业,zuò yè,名,宿題,zuo4 ye4,44
3,4316,作用,zuò yòng,名,作用 役割 働き作用する,zuo4 yo4ng,44
